---------------------------------------------------------------------------------------------------------------
| Depth |    Nodes    |                                     FEN                                      | Status |
|     1 |           5 | k7/8/8/7p/6P1/8/8/K7 w - - 0 1                                               |  PASS  |
|     2 |          22 | k7/8/8/7p/6P1/8/8/K7 w - - 0 1                                               |  PASS  |
|     3 |         139 | k7/8/8/7p/6P1/8/8/K7 w - - 0 1                                               |  PASS  |
|     4 |         877 | k7/8/8/7p/6P1/8/8/K7 w - - 0 1                                               |  PASS  |
|     5 |        6112 | k7/8/8/7p/6P1/8/8/K7 w - - 0 1                                               |  PASS  |
|     6 |       41874 | k7/8/8/7p/6P1/8/8/K7 w - - 0 1                                               |  PASS  |
|     1 |           4 | k7/8/7p/8/8/6P1/8/K7 w - - 0 1                                               |  PASS  |
|     2 |          16 | k7/8/7p/8/8/6P1/8/K7 w - - 0 1                                               |  PASS  |
|     3 |         101 | k7/8/7p/8/8/6P1/8/K7 w - - 0 1                                               |  PASS  |
|     4 |         637 | k7/8/7p/8/8/6P1/8/K7 w - - 0 1                                               |  PASS  |
|     5 |        4354 | k7/8/7p/8/8/6P1/8/K7 w - - 0 1                                               |  PASS  |
|     6 |       29679 | k7/8/7p/8/8/6P1/8/K7 w - - 0 1                                               |  PASS  |
|     1 |           5 | k7/8/8/6p1/7P/8/8/K7 w - - 0 1                                               |  PASS  |
|     2 |          22 | k7/8/8/6p1/7P/8/8/K7 w - - 0 1                                               |  PASS  |
|     3 |         139 | k7/8/8/6p1/7P/8/8/K7 w - - 0 1                                               |  PASS  |
|     4 |         877 | k7/8/8/6p1/7P/8/8/K7 w - - 0 1                                               |  PASS  |
|     5 |        6112 | k7/8/8/6p1/7P/8/8/K7 w - - 0 1                                               |  PASS  |
|     6 |       41874 | k7/8/8/6p1/7P/8/8/K7 w - - 0 1                                               |  PASS  |
|     1 |           4 | k7/8/6p1/8/8/7P/8/K7 w - - 0 1                                               |  PASS  |
|     2 |          16 | k7/8/6p1/8/8/7P/8/K7 w - - 0 1                                               |  PASS  |
|     3 |         101 | k7/8/6p1/8/8/7P/8/K7 w - - 0 1                                               |  PASS  |
|     4 |         637 | k7/8/6p1/8/8/7P/8/K7 w - - 0 1                                               |  PASS  |
|     5 |        4354 | k7/8/6p1/8/8/7P/8/K7 w - - 0 1                                               |  PASS  |
|     6 |       29679 | k7/8/6p1/8/8/7P/8/K7 w - - 0 1                                               |  PASS  |
|     1 |           3 | k7/8/8/3p4/4p3/8/8/7K w - - 0 1                                              |  PASS  |
|     2 |          15 | k7/8/8/3p4/4p3/8/8/7K w - - 0 1                                              |  PASS  |
|     3 |          84 | k7/8/8/3p4/4p3/8/8/7K w - - 0 1                                              |  PASS  |
|     4 |         573 | k7/8/8/3p4/4p3/8/8/7K w - - 0 1                                              |  PASS  |
|     5 |        3013 | k7/8/8/3p4/4p3/8/8/7K w - - 0 1                                              |  PASS  |
|     6 |       22886 | k7/8/8/3p4/4p3/8/8/7K w - - 0 1                                              |  PASS  |
|     1 |           4 | k7/8/3p4/8/8/4P3/8/7K w - - 0 1                                              |  PASS  |
|     2 |          16 | k7/8/3p4/8/8/4P3/8/7K w - - 0 1                                              |  PASS  |
|     3 |         101 | k7/8/3p4/8/8/4P3/8/7K w - - 0 1                                              |  PASS  |
|     4 |         637 | k7/8/3p4/8/8/4P3/8/7K w - - 0 1                                              |  PASS  |
|     5 |        4271 | k7/8/3p4/8/8/4P3/8/7K w - - 0 1                                              |  PASS  |
|     6 |       28662 | k7/8/3p4/8/8/4P3/8/7K w - - 0 1                                              |  PASS  |
|     1 |           5 | 7k/3p4/8/8/3P4/8/8/K7 b - - 0 1                                              |  PASS  |
|     2 |          19 | 7k/3p4/8/8/3P4/8/8/K7 b - - 0 1                                              |  PASS  |
|     3 |         117 | 7k/3p4/8/8/3P4/8/8/K7 b - - 0 1                                              |  PASS  |
|     4 |         720 | 7k/3p4/8/8/3P4/8/8/K7 b - - 0 1                                              |  PASS  |
|     5 |        5014 | 7k/3p4/8/8/3P4/8/8/K7 b - - 0 1                                              |  PASS  |
|     6 |       32167 | 7k/3p4/8/8/3P4/8/8/K7 b - - 0 1                                              |  PASS  |
|     1 |           4 | 7k/8/8/3p4/8/8/3P4/K7 b - - 0 1                                              |  PASS  |
|     2 |          19 | 7k/8/8/3p4/8/8/3P4/K7 b - - 0 1                                              |  PASS  |
|     3 |         117 | 7k/8/8/3p4/8/8/3P4/K7 b - - 0 1                                              |  PASS  |
|     4 |         712 | 7k/8/8/3p4/8/8/3P4/K7 b - - 0 1                                              |  PASS  |
|     5 |        4658 | 7k/8/8/3p4/8/8/3P4/K7 b - - 0 1                                              |  PASS  |
|     6 |       30749 | 7k/8/8/3p4/8/8/3P4/K7 b - - 0 1                                              |  PASS  |
|     1 |           5 | k7/8/8/7p/6P1/8/8/K7 b - - 0 1                                               |  PASS  |
|     2 |          22 | k7/8/8/7p/6P1/8/8/K7 b - - 0 1                                               |  PASS  |
|     3 |         139 | k7/8/8/7p/6P1/8/8/K7 b - - 0 1                                               |  PASS  |
|     4 |         877 | k7/8/8/7p/6P1/8/8/K7 b - - 0 1                                               |  PASS  |
|     5 |        6112 | k7/8/8/7p/6P1/8/8/K7 b - - 0 1                                               |  PASS  |
|     6 |       41874 | k7/8/8/7p/6P1/8/8/K7 b - - 0 1                                               |  PASS  |
|     1 |           4 | k7/8/7p/8/8/6P1/8/K7 b - - 0 1                                               |  PASS  |
|     2 |          16 | k7/8/7p/8/8/6P1/8/K7 b - - 0 1                                               |  PASS  |
|     3 |         101 | k7/8/7p/8/8/6P1/8/K7 b - - 0 1                                               |  PASS  |
|     4 |         637 | k7/8/7p/8/8/6P1/8/K7 b - - 0 1                                               |  PASS  |
|     5 |        4354 | k7/8/7p/8/8/6P1/8/K7 b - - 0 1                                               |  PASS  |
|     6 |       29679 | k7/8/7p/8/8/6P1/8/K7 b - - 0 1                                               |  PASS  |
|     1 |           5 | k7/8/8/6p1/7P/8/8/K7 b - - 0 1                                               |  PASS  |
|     2 |          22 | k7/8/8/6p1/7P/8/8/K7 b - - 0 1                                               |  PASS  |
|     3 |         139 | k7/8/8/6p1/7P/8/8/K7 b - - 0 1                                               |  PASS  |
|     4 |         877 | k7/8/8/6p1/7P/8/8/K7 b - - 0 1                                               |  PASS  |
|     5 |        6112 | k7/8/8/6p1/7P/8/8/K7 b - - 0 1                                               |  PASS  |
|     6 |       41874 | k7/8/8/6p1/7P/8/8/K7 b - - 0 1                                               |  PASS  |
|     1 |           4 | k7/8/6p1/8/8/7P/8/K7 b - - 0 1                                               |  PASS  |
|     2 |          16 | k7/8/6p1/8/8/7P/8/K7 b - - 0 1                                               |  PASS  |
|     3 |         101 | k7/8/6p1/8/8/7P/8/K7 b - - 0 1                                               |  PASS  |
|     4 |         637 | k7/8/6p1/8/8/7P/8/K7 b - - 0 1                                               |  PASS  |
|     5 |        4354 | k7/8/6p1/8/8/7P/8/K7 b - - 0 1                                               |  PASS  |
|     6 |       29679 | k7/8/6p1/8/8/7P/8/K7 b - - 0 1                                               |  PASS  |
|     1 |           5 | k7/8/8/3p4/4p3/8/8/7K b - - 0 1                                              |  PASS  |
|     2 |          15 | k7/8/8/3p4/4p3/8/8/7K b - - 0 1                                              |  PASS  |
|     3 |         102 | k7/8/8/3p4/4p3/8/8/7K b - - 0 1                                              |  PASS  |
|     4 |         569 | k7/8/8/3p4/4p3/8/8/7K b - - 0 1                                              |  PASS  |
|     5 |        4337 | k7/8/8/3p4/4p3/8/8/7K b - - 0 1                                              |  PASS  |
|     6 |       22579 | k7/8/8/3p4/4p3/8/8/7K b - - 0 1                                              |  PASS  |
|     1 |           4 | k7/8/3p4/8/8/4P3/8/7K b - - 0 1                                              |  PASS  |
|     2 |          16 | k7/8/3p4/8/8/4P3/8/7K b - - 0 1                                              |  PASS  |
|     3 |         101 | k7/8/3p4/8/8/4P3/8/7K b - - 0 1                                              |  PASS  |
|     4 |         637 | k7/8/3p4/8/8/4P3/8/7K b - - 0 1                                              |  PASS  |
|     5 |        4271 | k7/8/3p4/8/8/4P3/8/7K b - - 0 1                                              |  PASS  |
|     6 |       28662 | k7/8/3p4/8/8/4P3/8/7K b - - 0 1                                              |  PASS  |
|     1 |           5 | 7k/8/8/p7/1P6/8/8/7K w - - 0 1                                               |  PASS  |
|     2 |          22 | 7k/8/8/p7/1P6/8/8/7K w - - 0 1                                               |  PASS  |
|     3 |         139 | 7k/8/8/p7/1P6/8/8/7K w - - 0 1                                               |  PASS  |
|     4 |         877 | 7k/8/8/p7/1P6/8/8/7K w - - 0 1                                               |  PASS  |
|     5 |        6112 | 7k/8/8/p7/1P6/8/8/7K w - - 0 1                                               |  PASS  |
|     6 |       41874 | 7k/8/8/p7/1P6/8/8/7K w - - 0 1                                               |  PASS  |
|     1 |           4 | 7k/8/p7/8/8/1P6/8/7K w - - 0 1                                               |  PASS  |
|     2 |          16 | 7k/8/p7/8/8/1P6/8/7K w - - 0 1                                               |  PASS  |
|     3 |         101 | 7k/8/p7/8/8/1P6/8/7K w - - 0 1                                               |  PASS  |
|     4 |         637 | 7k/8/p7/8/8/1P6/8/7K w - - 0 1                                               |  PASS  |
|     5 |        4354 | 7k/8/p7/8/8/1P6/8/7K w - - 0 1                                               |  PASS  |
|     6 |       29679 | 7k/8/p7/8/8/1P6/8/7K w - - 0 1                                               |  PASS  |
|     1 |           5 | 7k/8/8/1p6/P7/8/8/7K w - - 0 1                                               |  PASS  |
|     2 |          22 | 7k/8/8/1p6/P7/8/8/7K w - - 0 1                                               |  PASS  |
|     3 |         139 | 7k/8/8/1p6/P7/8/8/7K w - - 0 1                                               |  PASS  |
|     4 |         877 | 7k/8/8/1p6/P7/8/8/7K w - - 0 1                                               |  PASS  |
|     5 |        6112 | 7k/8/8/1p6/P7/8/8/7K w - - 0 1                                               |  PASS  |
|     6 |       41874 | 7k/8/8/1p6/P7/8/8/7K w - - 0 1                                               |  PASS  |
|     1 |           4 | 7k/8/1p6/8/8/P7/8/7K w - - 0 1                                               |  PASS  |
|     2 |          16 | 7k/8/1p6/8/8/P7/8/7K w - - 0 1                                               |  PASS  |
|     3 |         101 | 7k/8/1p6/8/8/P7/8/7K w - - 0 1                                               |  PASS  |
|     4 |         637 | 7k/8/1p6/8/8/P7/8/7K w - - 0 1                                               |  PASS  |
|     5 |        4354 | 7k/8/1p6/8/8/P7/8/7K w - - 0 1                                               |  PASS  |
|     6 |       29679 | 7k/8/1p6/8/8/P7/8/7K w - - 0 1                                               |  PASS  |
|     1 |           5 | k7/7p/8/8/8/8/6P1/K7 w - - 0 1                                               |  PASS  |
|     2 |          25 | k7/7p/8/8/8/8/6P1/K7 w - - 0 1                                               |  PASS  |
|     3 |         161 | k7/7p/8/8/8/8/6P1/K7 w - - 0 1                                               |  PASS  |
|     4 |        1035 | k7/7p/8/8/8/8/6P1/K7 w - - 0 1                                               |  PASS  |
|     5 |        7574 | k7/7p/8/8/8/8/6P1/K7 w - - 0 1                                               |  PASS  |
|     6 |       55338 | k7/7p/8/8/8/8/6P1/K7 w - - 0 1                                               |  PASS  |
|     1 |           5 | k7/6p1/8/8/8/8/7P/K7 w - - 0 1                                               |  PASS  |
|     2 |          25 | k7/6p1/8/8/8/8/7P/K7 w - - 0 1                                               |  PASS  |
|     3 |         161 | k7/6p1/8/8/8/8/7P/K7 w - - 0 1                                               |  PASS  |
|     4 |        1035 | k7/6p1/8/8/8/8/7P/K7 w - - 0 1                                               |  PASS  |
|     5 |        7574 | k7/6p1/8/8/8/8/7P/K7 w - - 0 1                                               |  PASS  |
|     6 |       55338 | k7/6p1/8/8/8/8/7P/K7 w - - 0 1                                               |  PASS  |
|     1 |           7 | 3k4/3pp3/8/8/8/8/3PP3/3K4 w - - 0 1                                          |  PASS  |
|     2 |          49 | 3k4/3pp3/8/8/8/8/3PP3/3K4 w - - 0 1                                          |  PASS  |
|     3 |         378 | 3k4/3pp3/8/8/8/8/3PP3/3K4 w - - 0 1                                          |  PASS  |
|     4 |        2902 | 3k4/3pp3/8/8/8/8/3PP3/3K4 w - - 0 1                                          |  PASS  |
|     5 |       24122 | 3k4/3pp3/8/8/8/8/3PP3/3K4 w - - 0 1                                          |  PASS  |
|     6 |      199002 | 3k4/3pp3/8/8/8/8/3PP3/3K4 w - - 0 1                                          |  PASS  |
|     1 |           5 | 7k/8/8/p7/1P6/8/8/7K b - - 0 1                                               |  PASS  |
|     2 |          22 | 7k/8/8/p7/1P6/8/8/7K b - - 0 1                                               |  PASS  |
|     3 |         139 | 7k/8/8/p7/1P6/8/8/7K b - - 0 1                                               |  PASS  |
|     4 |         877 | 7k/8/8/p7/1P6/8/8/7K b - - 0 1                                               |  PASS  |
|     5 |        6112 | 7k/8/8/p7/1P6/8/8/7K b - - 0 1                                               |  PASS  |
|     6 |       41874 | 7k/8/8/p7/1P6/8/8/7K b - - 0 1                                               |  PASS  |
|     1 |           4 | 7k/8/p7/8/8/1P6/8/7K b - - 0 1                                               |  PASS  |
|     2 |          16 | 7k/8/p7/8/8/1P6/8/7K b - - 0 1                                               |  PASS  |
|     3 |         101 | 7k/8/p7/8/8/1P6/8/7K b - - 0 1                                               |  PASS  |
|     4 |         637 | 7k/8/p7/8/8/1P6/8/7K b - - 0 1                                               |  PASS  |
|     5 |        4354 | 7k/8/p7/8/8/1P6/8/7K b - - 0 1                                               |  PASS  |
|     6 |       29679 | 7k/8/p7/8/8/1P6/8/7K b - - 0 1                                               |  PASS  |
|     1 |           5 | 7k/8/8/1p6/P7/8/8/7K b - - 0 1                                               |  PASS  |
|     2 |          22 | 7k/8/8/1p6/P7/8/8/7K b - - 0 1                                               |  PASS  |
|     3 |         139 | 7k/8/8/1p6/P7/8/8/7K b - - 0 1                                               |  PASS  |
|     4 |         877 | 7k/8/8/1p6/P7/8/8/7K b - - 0 1                                               |  PASS  |
|     5 |        6112 | 7k/8/8/1p6/P7/8/8/7K b - - 0 1                                               |  PASS  |
|     6 |       41874 | 7k/8/8/1p6/P7/8/8/7K b - - 0 1                                               |  PASS  |
|     1 |           4 | 7k/8/1p6/8/8/P7/8/7K b - - 0 1                                               |  PASS  |
|     2 |          16 | 7k/8/1p6/8/8/P7/8/7K b - - 0 1                                               |  PASS  |
|     3 |         101 | 7k/8/1p6/8/8/P7/8/7K b - - 0 1                                               |  PASS  |
|     4 |         637 | 7k/8/1p6/8/8/P7/8/7K b - - 0 1                                               |  PASS  |
|     5 |        4354 | 7k/8/1p6/8/8/P7/8/7K b - - 0 1                                               |  PASS  |
|     6 |       29679 | 7k/8/1p6/8/8/P7/8/7K b - - 0 1                                               |  PASS  |
|     1 |           5 | k7/7p/8/8/8/8/6P1/K7 b - - 0 1                                               |  PASS  |
|     2 |          25 | k7/7p/8/8/8/8/6P1/K7 b - - 0 1                                               |  PASS  |
|     3 |         161 | k7/7p/8/8/8/8/6P1/K7 b - - 0 1                                               |  PASS  |
|     4 |        1035 | k7/7p/8/8/8/8/6P1/K7 b - - 0 1                                               |  PASS  |
|     5 |        7574 | k7/7p/8/8/8/8/6P1/K7 b - - 0 1                                               |  PASS  |
|     6 |       55338 | k7/7p/8/8/8/8/6P1/K7 b - - 0 1                                               |  PASS  |
|     1 |           5 | k7/6p1/8/8/8/8/7P/K7 b - - 0 1                                               |  PASS  |
|     2 |          25 | k7/6p1/8/8/8/8/7P/K7 b - - 0 1                                               |  PASS  |
|     3 |         161 | k7/6p1/8/8/8/8/7P/K7 b - - 0 1                                               |  PASS  |
|     4 |        1035 | k7/6p1/8/8/8/8/7P/K7 b - - 0 1                                               |  PASS  |
|     5 |        7574 | k7/6p1/8/8/8/8/7P/K7 b - - 0 1                                               |  PASS  |
|     6 |       55338 | k7/6p1/8/8/8/8/7P/K7 b - - 0 1                                               |  PASS  |
|     1 |           7 | 3k4/3pp3/8/8/8/8/3PP3/3K4 b - - 0 1                                          |  PASS  |
|     2 |          49 | 3k4/3pp3/8/8/8/8/3PP3/3K4 b - - 0 1                                          |  PASS  |
|     3 |         378 | 3k4/3pp3/8/8/8/8/3PP3/3K4 b - - 0 1                                          |  PASS  |
|     4 |        2902 | 3k4/3pp3/8/8/8/8/3PP3/3K4 b - - 0 1                                          |  PASS  |
|     5 |       24122 | 3k4/3pp3/8/8/8/8/3PP3/3K4 b - - 0 1                                          |  PASS  |
|     6 |      199002 | 3k4/3pp3/8/8/8/8/3PP3/3K4 b - - 0 1                                          |  PASS  |
|     1 |          11 | 8/Pk6/8/8/8/8/6Kp/8 w - - 0 1                                                |  PASS  |
|     2 |          97 | 8/Pk6/8/8/8/8/6Kp/8 w - - 0 1                                                |  PASS  |
|     3 |         887 | 8/Pk6/8/8/8/8/6Kp/8 w - - 0 1                                                |  PASS  |
|     4 |        8048 | 8/Pk6/8/8/8/8/6Kp/8 w - - 0 1                                                |  PASS  |
|     5 |       90606 | 8/Pk6/8/8/8/8/6Kp/8 w - - 0 1                                                |  PASS  |
|     6 |     1030499 | 8/Pk6/8/8/8/8/6Kp/8 w - - 0 1                                                |  PASS  |
|     1 |          24 | n1n5/1Pk5/8/8/8/8/5Kp1/5N1N w - - 0 1                                        |  PASS  |
|     2 |         421 | n1n5/1Pk5/8/8/8/8/5Kp1/5N1N w - - 0 1                                        |  PASS  |
|     3 |        7421 | n1n5/1Pk5/8/8/8/8/5Kp1/5N1N w - - 0 1                                        |  PASS  |
|     4 |      124608 | n1n5/1Pk5/8/8/8/8/5Kp1/5N1N w - - 0 1                                        |  PASS  |
|     5 |     2193768 | n1n5/1Pk5/8/8/8/8/5Kp1/5N1N w - - 0 1                                        |  PASS  |
|     6 |    37665329 | n1n5/1Pk5/8/8/8/8/5Kp1/5N1N w - - 0 1                                        |  PASS  |
|     1 |          18 | 8/PPPk4/8/8/8/8/4Kppp/8 w - - 0 1                                            |  PASS  |
|     2 |         270 | 8/PPPk4/8/8/8/8/4Kppp/8 w - - 0 1                                            |  PASS  |
|     3 |        4699 | 8/PPPk4/8/8/8/8/4Kppp/8 w - - 0 1                                            |  PASS  |
|     4 |       79355 | 8/PPPk4/8/8/8/8/4Kppp/8 w - - 0 1                                            |  PASS  |
|     5 |     1533145 | 8/PPPk4/8/8/8/8/4Kppp/8 w - - 0 1                                            |  PASS  |
|     6 |    28859283 | 8/PPPk4/8/8/8/8/4Kppp/8 w - - 0 1                                            |  PASS  |
|     1 |          24 | n1n5/PPPk4/8/8/8/8/4Kppp/5N1N w - - 0 1                                      |  PASS  |
|     2 |         496 | n1n5/PPPk4/8/8/8/8/4Kppp/5N1N w - - 0 1                                      |  PASS  |
|     3 |        9483 | n1n5/PPPk4/8/8/8/8/4Kppp/5N1N w - - 0 1                                      |  PASS  |
|     4 |      182838 | n1n5/PPPk4/8/8/8/8/4Kppp/5N1N w - - 0 1                                      |  PASS  |
|     5 |     3605103 | n1n5/PPPk4/8/8/8/8/4Kppp/5N1N w - - 0 1                                      |  PASS  |
|     6 |    71179139 | n1n5/PPPk4/8/8/8/8/4Kppp/5N1N w - - 0 1                                      |  PASS  |
|     1 |          11 | 8/Pk6/8/8/8/8/6Kp/8 b - - 0 1                                                |  PASS  |
|     2 |          97 | 8/Pk6/8/8/8/8/6Kp/8 b - - 0 1                                                |  PASS  |
|     3 |         887 | 8/Pk6/8/8/8/8/6Kp/8 b - - 0 1                                                |  PASS  |
|     4 |        8048 | 8/Pk6/8/8/8/8/6Kp/8 b - - 0 1                                                |  PASS  |
|     5 |       90606 | 8/Pk6/8/8/8/8/6Kp/8 b - - 0 1                                                |  PASS  |
|     6 |     1030499 | 8/Pk6/8/8/8/8/6Kp/8 b - - 0 1                                                |  PASS  |
|     1 |          24 | n1n5/1Pk5/8/8/8/8/5Kp1/5N1N b - - 0 1                                        |  PASS  |
|     2 |         421 | n1n5/1Pk5/8/8/8/8/5Kp1/5N1N b - - 0 1                                        |  PASS  |
|     3 |        7421 | n1n5/1Pk5/8/8/8/8/5Kp1/5N1N b - - 0 1                                        |  PASS  |
|     4 |      124608 | n1n5/1Pk5/8/8/8/8/5Kp1/5N1N b - - 0 1                                        |  PASS  |
|     5 |     2193768 | n1n5/1Pk5/8/8/8/8/5Kp1/5N1N b - - 0 1                                        |  PASS  |
|     6 |    37665329 | n1n5/1Pk5/8/8/8/8/5Kp1/5N1N b - - 0 1                                        |  PASS  |
|     1 |          18 | 8/PPPk4/8/8/8/8/4Kppp/8 b - - 0 1                                            |  PASS  |
|     2 |         270 | 8/PPPk4/8/8/8/8/4Kppp/8 b - - 0 1                                            |  PASS  |
|     3 |        4699 | 8/PPPk4/8/8/8/8/4Kppp/8 b - - 0 1                                            |  PASS  |
|     4 |       79355 | 8/PPPk4/8/8/8/8/4Kppp/8 b - - 0 1                                            |  PASS  |
|     5 |     1533145 | 8/PPPk4/8/8/8/8/4Kppp/8 b - - 0 1                                            |  PASS  |
|     6 |    28859283 | 8/PPPk4/8/8/8/8/4Kppp/8 b - - 0 1                                            |  PASS  |
|     1 |          24 | n1n5/PPPk4/8/8/8/8/4Kppp/5N1N b - - 0 1                                      |  PASS  |
|     2 |         496 | n1n5/PPPk4/8/8/8/8/4Kppp/5N1N b - - 0 1                                      |  PASS  |
|     3 |        9483 | n1n5/PPPk4/8/8/8/8/4Kppp/5N1N b - - 0 1                                      |  PASS  |
|     4 |      182838 | n1n5/PPPk4/8/8/8/8/4Kppp/5N1N b - - 0 1                                      |  PASS  |
|     5 |     3605103 | n1n5/PPPk4/8/8/8/8/4Kppp/5N1N b - - 0 1                                      |  PASS  |
|     6 |    71179139 | n1n5/PPPk4/8/8/8/8/4Kppp/5N1N b - - 0 1                                      |  PASS  |
|     4 |       43238 | 8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1                                    |  PASS  |
|     5 |      674624 | 8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1                                    |  PASS  |
|     6 |    11030083 | 8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 1                                    |  PASS  |
|     5 |    11139762 | rnbqkb1r/ppppp1pp/7n/4Pp2/8/8/PPPP1PPP/RNBQKBNR w KQkq f6 0 3                |  PASS  |
---------------------------------------------------------------------------------------------------------------
Total Time: 509594ms
